title,url,text,date,title_lower,tagged,verbs,objects,subject,mil_subj
90% of b,https://www.columbiavalleypioneer.com/trending-now/90-of-b-c-millennials-dont-have-a-legal-will-survey/,"A new report says 58 per cent of British Columbians do not have a will

According to a new survey released Thursday by online legal platform Willful, British Columbians could do a better job of preparing for the inevitable.

The company surveyed 800 British Columbians and found 58 per cent do not have a will. This follows the national trend, with 56 per cent of Canadians saying the same, according to statistics cited by Willful.

Millennials are among the worst prepared. The survey suggests 90 per cent of them in B.C. do not have a legal document that sets out what should be done with their money and property after they die. Similarly, 88 per cent of Canadians between the ages of 27 to 34 don't either.

Twenty-nine per cent of Canadian adults who do not have their affairs in order said it was in part because they don't know where to start or believe they can't afford one.",2019-03-07,90% of b,90% of B,[],['B'],['%'],0.0
Why are millennials moving to this rough-hewn california city?,https://www.mercurynews.com/2019/04/30/why-are-millennials-moving-to-this-rough-hewn-california-city/,"Try to name the California city that recently settled into the Top 10 list of what the National Association of Realtors is calling the ""Most Popular Areas for Millennials: Where They Move And Stay.""

San Luis Obispo? Nice try. Eureka? Not even close. Palm Springs? Wrong again.

According to the NAR survey released the other day, Bakersfield joined nine other metro areas that are, in some cases surprisingly, attracting young job-seekers like never before.

""A wide range of factors contribute to why millennials decide to move to certain areas, remain for an extended period or choose to relocate shortly after their arrival,"" according to the study's authors. ""Job market and affordability in the given location are two of the main reasons that impact millennials the most.""

Those words should resonate with millennials now living in the Bay Area, brought here by the lure of employment but now growing weary of nose-bleed real-estate prices, prohibitively expensive rents, thickening urban congestion and soul-crushing commutes. Many young workers have already departed for more economical climes, and a lot of those folks apparently are heading to places such as Bakersfield.

""The NAR analyzed employment gains, population trends, income levels and housing conditions in the largest 100 metropolitan statistical areas across the country to identify the best purchase markets for millennial homebuyers,"" the authors wrote. ""The top 10 metro areas NAR identified were chosen for their above-average share of current millennial residents and recent movers, favorable employment opportunities and relatively low qualifying incomes needed to purchase a home.""

The report looked at employment gains, population trends, income levels and housing conditions in the largest 100 metropolitan statistical areas across the country to sort out the most popular destinations for millennials. NAR found that Madison, Wisc., is one of the top destinations for millennials, saying 75% ""of recent movers to the city have been millennials. Additionally, this segment of the population has mostly elected to remain in the area.""

The survey also concluded that one corner of the Golden State is a popular home-buying destination for the 20-something set. That's where Bakersfield comes in. Although many California residents who've passed through this dusty outpost in the Central Valley might find it hard to believe, this home to bad air, Basque food and country singer Merle Haggard is a place where 67% of recent newcomers are millennials. Why? Simple, says the NAR: Bakersfield is one of the most affordable metro areas in the state.

And all those easily attainable homes, condos and apartments are like catnip to young professionals. ""Of the millennials who most recently moved there, they can afford to purchase nearly 15 percent of the homes listed for sale,"" says the study. "" This is in comparison to neighboring Los Angeles, where millennials can only afford to buy 4 percent of listed homes.

""The increasing employment rate in California is another strong selling point among this generation,"" says NAR chief economist Lawrence Yun. ""While the rate of unemployment in Bakersfield is higher than it is nationwide, we're seeing job growth there pick up at a strong pace. Home building in Bakersfield is rising, too. Many newcomers to San Francisco and Los Angeles do not stay for long because of unaffordability. Millennials moving to Bakersfield meanwhile are looking to take advantage of conditions toward homeownership.""

All of this, of course, is fine. But before you pack up the van and head for the valley, here are some things you might want to know about Bakersfield:

Music galore

Home to country-western singers Buck Owens and Merle Haggard, Bakersfield has assembled a proud collection of live-music venues past and present, including local bars such as On The Rocks, Sandrini's, Riley's and The Padre. Other spots have included B Ryders Sports Bar and Grill in southwest Bakersfield, Rabobank Arena, Bakersfield Convention Center, Fox Theater and Buck Owens Crystal Palace, still a Bakersfield cultural landmark.

A Nazi flag in the classroom

Bakersfield high school history teacher David Gaeta drew widespread anger in February after he displayed a Nazi flag in the classroom as a prop for teaching about the Holocaust. The swastika symbol's display did not play out well among many students, even as Gaeta's son, Gabriel, defended his dad by saying that for the past decade he had displayed the flag is his classroom when students were studying the Holocaust.

What's up, Doc?

Bakersfield put baby carrots on the map -- and vice versa: The local and legendary Grimmway Farms is the largest grower, producer and shipper of carrots in the world. The company, which has been family-owned and -operated for four decades, was created after brothers Rodney and Robert Grimm started farming a few acres on their family's chicken farm in Anaheim. They segued to baby carrots when that concept was test-marketed by another producer in L.A. The rest is carrot history: One report about the bite-sized crunchy snacks says Grimmway Farms now handles 10 million pounds of carrots a day, while another says it grows more than 40,000 acres of carrots.

Don't breathe the Air

Nestled in a bowl formed by the Sierra Nevada mountains to the east and the California Coast Ranges to the west, Bakersfield has long carried the mantel when it comes to bad air. Thanks to a toxic mix of emissions from agriculture, rail freight, heavy highway truck traffic and other industries in the region, the fast-growing city remains a bastion of air pollution. As The Guardian put it in a 2017 article, the toxins ""create one of the country's worst concentrations of air pollution - a condition exacerbated by geographic and climatic conditions that trap dry, dirty air over this southern section of Central Valley like the lid over a pot."" The American Lung Association's State of the Air 2016 report found Bakersfield's air to be the nastiest in the U.S. ""for short-term and year-round particle pollution, and the second worst for ozone pollution.""

A Basque Banquet

Good Basque food is plentiful in and around Bakersfield, which boasts what some say is probably the largest cluster of Basque restaurants in California; at one time or another, they've included the legendary Maitia's, known for its garlic fried chicken before going belly-up in 2008, as well as Noriega's, Benji's, Narducci's, The Pyrenees, Chalet and Woolgrowers, many of which are in East Bakersfield.

From Paris to Bakersfield

Here's how one reviewer on IMDb describes the FX series ""Baskets,"" which was co-created by Louis C.K., Zach Galifianakis and Jonathan Krisel and stars Galifianakis:

""Chip Baskets has a dream: become a classically trained French clown in Paris. Things don't go as well as he'd like, though, largely because of an impenetrable language barrier. With his lack of success overseas and mounting financial problems, Chip moves back home to Bakersfield, Calif., which presents other challenges for the wannabe jester. Going back home means having to confront his past, and compete with his siblings for his mother's approval. Even though he didn't make it as a clown in France, Chip is sort of living his dream -- as a rodeo clown.""",2019-04-30,why are millennials moving to this rough-hewn california city?,Why are millennials moving to this rough-hewn California city?,"['are', 'moving']",['this rough-hewn California city'],"['millennials', 'moving']",1.0
Lotteries struggling to attract millennials,http://www.mississauga.com/news-story/6760850-lotteries-struggling-to-attract-millennials/,"TORONTO -- Millennials are saying ""meh"" to traditional lotteries with big money and long odds, but if they never jump into the game en masse, provinces could be the ones missing out on the windfalls.

High jackpots are the main factor that drive strong lottery sales, with billions of dollars from lotteries each year going to areas such as health care and education.

But whether they see vying for large jackpots as futile, don't shop where lottery tickets are sold, or long for more instant gratification in their gambling, few young people are playing, and Canadian lottery corporations are looking for new ways to attract them.

In Ontario, where the province relies on the approximately $2 billion in annual revenue from the Ontario Lottery and Gaming Corp., OLG recently reported that just seven per cent of adults under 35 play the lottery at least once a week, compared to 45 per cent of all adult Ontarians.

Lottery tickets are not being sold in the same places young people are shopping, the report suggests. While OLG launched an online portal in early 2015, the ""vast majority"" of lottery tickets in Ontario are still purchased in person.

""The majority of Ontario adults under 35 years of age frequently visit supermarkets, big box stores and large retail locations where OLG products are not conveniently located or are currently not offered for sale,"" the report said.

OLG is considering expanding lottery sales to those places, including allowing ticket sales in all check-out lanes of a grocery store instead of one stand-alone customer service desk, said spokesman Rui Brum.

Lottery sales in Ontario were down $115 million in the fiscal year 2014-2015, but many lotteries across Canada also reported declines in that period, as there were fewer high-value jackpots and lower national lottery sales of Lotto Max and Lotto 6/49.

Representatives from lottery corporations across the country said the typical lottery does not seem to appeal to millennials. Loto-Quebec, where 18-to-34-year-olds are 27 per cent of the population but just 17 per cent of lottery players, said games of pure chance don't attract that generation.

Andrea Marantz, a spokeswoman for the Western Canada Lottery Corporation, said the lottery is a ""life stage"" game, appealing more to middle-aged or older adults.

""Part of that would be they have more discretionary income for entertainment purposes, but one thing that we've really found here is the most common thing we hear from our winners...is they don't have to worry about money at all,"" she said.

""Maybe when you are young and just starting your professional life...those money worries aren't weighing quite as heavily.""

About 47 per cent of adults in Western Canada said they had played a lottery in the past month, compared to 32 per cent for adults 30 and under, Marantz said.

The WCLC and other Canadian lottery corporations are working with the Interprovincial Lottery Corp. to try to develop a new national lottery aimed at people under 35. Work began in 2014, but is ongoing, Marantz said.

Attracting younger adults involves more than just putting existing games online, said Jean-Marc Landry, director of customer innovation for the Atlantic Lottery Corporation. One ALC idea that is decidedly low-tech is mailing scratch-and-win tickets like a coffee of the month club, he said.

""We tested the idea on our (market research) panel and by far in appeal it scored the highest among 19-34 year olds,"" Landry said. ""We were so surprised.""

Pro-Line sports betting also does well with that generation, as do games that are more about entertainment than seeking financial security, he said.

Jeffrey Derevensky, a McGill University professor who studies youth gambling problems, said instant and sports games are most popular with younger people.

""Whether or not they have sat down and said, 'The odds of winning are just unbelievably huge'... What we find with young people is they're more interested in actually the scratch tickets because they're looking for the immediate gratification,"" he said.

""Sports are extremely popular, especially amongst young males, who believe they know everything about sports,"" said the educational and counselling psychology professor.

NDP MP Brian Masse has a private member's bill before the House of Commons to legalize single sport betting. He said billions are going to organized crime and the provinces could use that money for health care, education and infrastructure.

But the Liberal government indicated it would not support it, acknowledging there would be economic advantages, but greater concerns about gambling addictions.

By Allison Jones, The Canadian Press",2016-07-10,lotteries struggling to attract millennials,Lotteries struggling to attract millennials,"['struggling', 'attract']",['millennials'],['lotteries'],0.0
"Jpmorgan chase launched an online bank for millennials called finn, and i prefer it to the real thing",https://www.businessinsider.com.au/jpmorgan-chase-online-bank-finn-for-millennials-2018-7,"I tried it and I definitely like it more than my traditional Chase account.

Finn, a mobile bank built by Chase, recently rolled out nationwide. And I gave it a try.

In addition to offering bread-and-butter checking and savings account functionality, it also offers services many firms in the personal finance startup space have built their businesses around. These include automatic saving tools and charts to see where you are spending money.

The point of the app is to help Chase expand in regions where it doesn't have branches by luring folks who don't need to use branch-related services.

Personally, I think the app is a better experience than my traditional Chase mobile bank, since it more easily allows you to send checks from the app, save money in an easy and fun way, and keep track of your spending. It's also free. And there's no overdraft fees. But it's not without flaws.

First, the app is pretty ugly. It also has a weird portal that allows you to rate your transactions with emojis, which I think is pointless.

In any case, here's a walk through I put together to share my experience. Enjoy.

To be sure, you don't need to bank with Chase to open a Finn account. In fact, new customers are eligible for $US100 when they open an account. The sign-up process is just as quick as other personal finance apps, requiring information like date-of-birth, address, and Social Security number.

The interface is pretty simple with three portals: savings, checking, trends.

In the checking account section you can see a breakdown of your financial transactions, including money coming in and coming out. I transferred $US850 from my traditional Chase account via the app in a matter of seconds. I used that money to pay for my rent (More on that later). But that transaction shows up as ""bills & utilities."" Through the trends portal, users can get a sense of where their money is being spent. It definitely falls short of the budgeting features of companies such as Mint and Personal Capital.

Since I only bought one thing on my account so far, I will use an example from Chase to show what the trend portal looks like after a user makes a number of purchases. You can see a breakdown for each month. There's over 10 categories including shopping, transportation, travel, and home.

The savings shows you how much money you are bringing in from your various autosave rules and transfers. To put money into savings you simply can move it from checking in seconds. Or set up rules that automatically transfer the cash from checking to savings based on a number of factors.

The app's autosave rules expand on the functionality popularised by investment apps such as Acorns, Digit, and Stash. Acorns, which is known for pioneering so-called round-up investments, allows users to invest the spare change from checking account purchases in the markets. Finn users can do something similar. The so-called Pocket Your Pennies rule rounds up checking account purchases and transfers them over to a user's savings, not the markets.

This rule, which I hope is a humorous tip of the hat to ""Mean Girls,"" allows a user to save a certain amount of money whenever a user spends a certain amount. As an example, I instituted this rule to save $US2 whenever I spend $US20 until I reach the limit of $US250. I will use that cash for a trip to the Alamo in Texas.

Through the move money tab you can pay your bills, send money to friends via Zelle, deposit checks, and mail a check.

You can set bills and check payments to be reoccurring so they go out automatically without you having to do anything.

The fact that you can send checks from the app was especially appealing to me. It takes about a week for them to print it and then send to the recipient.

For some reason the app allows you to rate your transaction. I don't know why anyone would want to do it. But Chase told me that people really like it.

If you like it, can you please email me at [email protected] and explain why.

Since Finn customers don't get access to bank branch services, they can only withdraw money from Chase ATMs and partner ATMs. In areas where there are no bank branches, such as on Cape Cod where I am vacationing, there's a number of partner ATMs from which you can withdraw cash at no cost.",2018-07-08,"jpmorgan chase launched an online bank for millennials called finn, and i prefer it to the real thing","JPMorgan Chase launched an online bank for millennials called Finn, and I prefer it to the real thing","['launched', 'called', 'prefer']","['an online bank', 'millennials', 'it', 'the real thing']","['chase', 'launched', 'i']",0.0
Most boomers likely won't downsize for another 20 years  --  too late for millennials,https://globalnews.ca/news/5345954/boomers-not-downsizing/,"North Americans are known to move through a fairly predictable ""housing life cycle.""

Phase 1 is living in tiny apartments next to the downtown core during university and the first years of one's career. Phase 2 usually kicks in when people start having kids, which prompts them to leave behind condos and roommates in favour of a home with a backyard. Then, typically around the beginning of retirement, comes Phase 3: downsizing.

Story continues below

Older millennials -- those born in the 1980s -- are now having children and entering Phase 2. Canadian women are having their first baby at 30, on average, around six years later than the typical age at first birth in the 1950s and '60s, according to Statistics Canada. But that shift forward is much smaller compared to the delay with which boomers may hit Phase 3 of the homeownership cycle.

Forget moving to a smaller home at 65. Boomers, many of whom are now hitting their 60s, aren't expected to start downsizing in a meaningful way until at least 2040 or later, when many will be in their 80s, according to a 2018 Ryerson University study of the Greater Toronto and Hamilton Area (GTHA) funded by the Ontario Real Estate Association.

READ MORE: Should you postpone buying a home to save for a larger down payment?

That's a problem for millennials who are dreaming of a home with front and back lawns -- or at least one with a few more bedrooms. Baby boomers own most of those houses and aren't inclined to move out anytime soon -- if at all, according to Darrell Bricker, CEO of Ipsos Public Affairs.

A survey of boomer homeowners conducted by Ipsos for HomeEquity Bank last year found that fully one-half said they have no plans to downsize at all.

WATCH: Is too much of your money tied up in real estate?

Many reasons not to downsize

""If you're living longer and healthier in a community that you like and you've already paid for your house ... [you] don't leave,"" Bricker said.

Canadians who turned 65 between 2015 and 2017 can expect to live another two decades, according to StatCan. For many, the physical exertion of things like climbing stairs, cleaning gutters and picking weeds won't be an issue for years, Bricker said.

There are many other reasons for boomers not to downsize. Some are finding that trading their single-family home for an apartment won't free up as much cash as expected once transaction costs are factored in.

READ MORE: Reverse mortgage, downsizing or HELOC? The best way to boost your retirement income

In some places, like Vancouver, where the market has turned from sizzling hot to stone cold over the past couple of years, some have been forced to push the pause button on downsizing simply because they can't sell their home. With sales of detached homes in the city at a 28-year low, even boomers who do want to move to a smaller place are having to shelve those plans for now, said Vancouver real estate agent Steve Saretsky.

On the other hand, those who never want to downsize have more ways to do so. Reverse mortgages, which are growing in popularity, allow Canadians aged 55 and over to draw down on a portion of their home equity in exchange for payments that typically boost their retirement income -- all while maintaining the ability to live in their home.

Further down the line, at-home long-term care is also expected to allow more aging boomers to stay put until the very end, Bricker said.

WATCH: Weighing the costs and benefits of reverse mortgages

Jobs tie both boomers and millennials to the largest cities

In the near future, though, one major reason that's going to keep boomers in their current homes is the desire to keep working well beyond age 65.

""They usually go through what's called 'bridge employment,'"" scaling back their hours but continuing to work, Bricker said.

""This means they have to have some access to what provides them with working opportunities, which is usually the city,"" he added.

But cities are also where the jobs are for millennials.

READ MORE: The $100K entry-level job you can get here in Canada

Take Toronto and its surroundings, for example. While the downtown core of Ontario's capital added more than 150,000 jobs between 2006 and 2016, some of the smaller communities in the region saw net job losses over the same period, mostly due to declining employment in manufacturing, according to a study authored by urban planner Pamela Blais for the Neptis Foundation.

The Ryerson study, which focused on a similar area around Toronto and Lake Ontario, forecast a potential deficit of around 70,000 houses with backyards as millennials' demand for family-friendly properties grows over the next decade.

READ MORE: Save or pay down the mortgage? Rising interest rates are changing the math

Bricker sees similar forces at work in Canada's other major real estate markets. Almost 40 per cent of the country's population, he noted, now lives in just four cities: Toronto, Montreal, Vancouver and Calgary.

Immigration is also adding to those pressures, with most newcomers clustering around the big urban centres, he added. Thanks to immigrants, Canada has the fastest population growth among the G7 group of industrialized countries.

""More and more people are flocking to the city, and unless you're creating a huge new supply of housing, they're just simply going to drive the price of houses up,"" Bricker said.

According to Statistics Canada, almost 85 per cent of employed Canadians live in urban areas.

WATCH: The best-paying jobs you can get without a university degree

Where will millennials raise their families?

Impossibly high real estate prices are pushing many young Canadians into suburbs further and further away from the big cities. A recent report by RBC found there were 13,200 more millennials who moved from Vancouver, Toronto and Montreal to areas within the same province than millennials flocking the opposite way last year. Taken together, that outflow has more than tripled since 2015 in the three cities. In Vancouver alone, the exodus has increased almost eight-fold.

But all three cities are also drawing plenty of new, young blood, the same research found. The inflow of 20- to 34-year-olds coming from out of province or another country more than makes up for those who are packing up in search of more affordable digs.

In Toronto, economist Diana Petramala, who co-authored the Ryerson report, sees generation Z -- those born starting in the late 1990s -- gradually joining and eventually replacing millennials in the city's condo towers. Meanwhile, those upsizing to start families will likely be forced into long commutes between a downtown job and an affordable home in a distant suburb. A smaller group of millennials will adapt to raise kids in condo apartments, she added.

READ MORE: Generation Z -- make room for Canada's connected, open and optimistic generation

Meanwhile, a growing share of Ontarians is set to age in outsized homes. One analysis by the Canadian Centre for Economic Analysis estimated the province currently has five million spare bedrooms, mostly owned by overhoused homeowners aged 65 and over.

Down the line, Bricker sees some young families flocking back to those empty nests.

READ MORE: Financially helping adult kids may just be a return to an old normal

When boomers start entering their 80s, and their children live an hour and a half away in the suburbs, perhaps it will make sense to divide up grandma and grandpa's house, he said.

Adult children will take care of their aging parents, who will, in turn, help with child care.

That way, Bricker said, everyone gets to live ""in the best possible neighbourhood.""

Sign up for our weekly Money123 newsletter",2019-06-08,most boomers likely won't downsize for another 20 years  --  too late for millennials,Most boomers likely won't downsize for another 20 years  --  too late for millennials,"['wo', 'downsize']","['another 20 years', 'millennials']","['boomers', 'downsize']",0.0
10 ways millennials stack up (or don't) compared to their parents,http://www.nj.com/news/index.ssf/2017/06/how_millennials_stack_up_in_10_measures_of_adultho.html,"Millennials are now the largest generation alive. Love them or hate them, they're set to become the most influential generation of the modern era. But first, they have to grow up. And they way they're doing that is far different from their predecessors.

NJ Advance Media compared Census and other data for 18-30 year olds today with the same age group in 2000 -- the tail end of Generation X's youth. The data shows that while millennials have some advantages in education and other metrics, they are behind other generations in reaching traditional markers of adulthood.",2017-06-24,10 ways millennials stack up (or don't) compared to their parents,10 ways millennials stack up (or don't) compared to their parents,"['stack', 'do', 'compared']",['their parents'],"['millennials', 'stack']",1.0
Canadian millennials expect to live better than parents in retirement: study - stettler independent,https://www.stettlerindependent.com/news/canadian-millennials-expect-to-live-better-than-parents-in-retirement-study/,"Study questions 'unrealistic expectations' of young Canadians

An new study released Monday shows a disconnect between millennials' financial realities and retirement expectations.

The study, conducted by Angus Reid Institute, finds one-in-three Canadians (32 per cent) have put off saving for retirement because of their debt. Millions more - especially those under the age of 40 - have put off buying a home (18 per cent), getting married (8 per cent), having children (7 per cent) or moving out of their parents' homes (5 per cent).

Despite relatively few young Canadians reporting job stability or having more than $25,000 saved, they seem to be looking toward retirement with surprising optimism, the study found.

Young people are more likely to view their debt as significant and - though they mostly feel this debt is manageable - more than four-in-ten Canadians ages 26-37 say they have put off saving for retirement because of it.

At the same time, on average the youngest Canadians expect to retire earlier and live better in retirement compared to their elders.

Roughly one-third of older Canadians expect to struggle to make ends meet during retirement, and anticipate relying on funds from the government or work pensions.

Meanwhile, younger Canadians are more likely to expect to use personal retirement savings to do everything they want after concluding their careers.

""How young Canadians plan to achieve this expected level of comfort in retirement is an open question,"" the study said.

Overall, the study found more than three-quarters of Canadians are carrying debt.

For every dollar of disposable income, Canadians reported owing about $1.78 to creditors, for a collective total of more than $2 trillion.

The study suggests this debt is causing notable financial strain for more than four-in-ten people in the country.

Just 12 per cent of Canadians said they have an amount in the bank that meets or exceeds their personal goal.",2019-01-28,canadian millennials expect to live better than parents in retirement: study - stettler independent,Canadian millennials expect to live better than parents in retirement: study - Stettler Independent,"['expect', 'live']","['parents', 'retirement']","['millennials', 'expect']",1.0
Startup paint co caters to millennials with instagrammable and sustainable products,https://www.psfk.com/2019/01/backdrop-paint-millennial-friendly-brand.html,"The startup keeps the millennial market's priorities in mind with low-toxicity, high-design products that reflect key interests like aesthetics and sustainability

Startup paint brand Backdrop is aiming to become the go-to paint brand for the millennial market. The direct-to-consumer company is mainly doing so in its approach to interior design, based on a friendly and approachable attitude.

The brand currently has 50 colors, all inspired by objects and feelings that tap in to the millennial lifestyle and affinity for an Instagram-quality product. The paint names, like the neutrals shades Moonstone and Palo Santo, are also designed to connect to their customers' interests and evoke particular associations. Backdrop paints also address health and wellness concerns of consumers, having low odor and toxicity, and even address sustainability concerns by upcycling the containers after the paint is gone.

Taking advantage of its DTC structure, Backdrop additionally offers several convenient services including direct home delivery, adhesive-backed paint samples that won't damage walls and step-by-step instructions once it's time to start painting, catering to millennial demand for convenience and DIY support.",2019-01-24,startup paint co caters to millennials with instagrammable and sustainable products,Startup Paint Co Caters To Millennials With Instagrammable And Sustainable Products,[],"['Millennials', 'Instagrammable And Sustainable Products']",['caters'],0.0
Marketing peanuts to millennials,http://agwired.com/2016/07/27/marketing-peanuts-to-millennials/,"Southern Peanut Growers Executive Director Leslie Wagner and National Peanut Board Senior VP of Marketing Ryan Lepicier teamed up at the opening session of the 18th Southern Peanut Growers Conference to talk about what they are doing to market peanuts to the important millennial generation.

""Those of us who have millennials in their life know that they get their information from some sort of electronic device,"" said Lepicier. ""As marketers we have to be cognizant of where we're putting our messages. We have to deliver the right message on the right platform.""

""Millennials are the largest living group in the United States. They're also the first group that grew up not necessarily being able to eat peanut butter in school,"" Wagner said. That has impacted how this important demographic views peanuts and peanut butter, making it critical for the industry to connect with them.

Learn more about how the industry is using social media to talk to millennials and provide facts in a fun way in my interviews with Ryan and Leslie. Interview with Ryan Lepicier, National Peanut Board Interview with Leslie Wagner, Southern Peanut Growers",2016-07-27,marketing peanuts to millennials,Marketing Peanuts to Millennials,[],"['Peanuts', 'Millennials']",['marketing'],0.0
"Introducing joon, the new airline for millennials",http://www.telegraph.co.uk/travel/news/air-france-joon-airline-for-millennials/,"Air France is launching a new airline aimed at millennials whose ""lifestyles revolve around digital technology"", the carrier has announced.

Scheduled to launch this September, Joon will offer an ""innovative and offbeat"" experience to its ""young and connected"" jet-setting clientele, claims Air France.

""This new brand has been entirely designed to meet their requirements and aspirations,"" the carrier said in a statement.

Sporting a more hip and casual feel, passengers can expect to be served by cabin crew wearing electric blue-coloured ""basic and chic"" uniforms (think white trainers, blazers with rolled up sleeves, polo shirts and ankle-length trousers).

Dès l'automne 2017, #JOON s'envolera sur le moyen-courrier au départ de Paris-CDG. Alors, prêts ? ὠa https://t.co/7RXrqLrFu8 pic.twitter.com/Xf88fatP6d -- Air France Newsroom (@AFnewsroom)

July 20, 2017

The crew's apparel, which was reportedly inspired by workers a Silicon Valley start-up, is supposed to capture the airline's ""dynamic attitude"".

A millennial typically describes someone aged between 18 and 35 years old, though that definition has been a source of much debate. Air France told CNN that 40-year-old passengers would be allowed to fly Joon, however it is unclear whether passengers who fall further outside the millennial age bracket will be welcome onboard. It is also unclear whether cabin crew must be millennials.

Air France could not confirm where it will be flying, how much tickets will cost or whether there would be any services designed with millennials in mind, such as an enhanced in-flight entertainment system or a targeted food and drink menu. It did, however, reveal that Joon would not be a low-cost carrier.

Further information about the new airline will follow in September when Joon is expected to launch European routes from Paris; long-haul flights will follow in 2018, Telegraph Travel understand. The new carrier will use single-aisle Airbus A320s, as well as long-range twin-aisle A340s and A350s.

""This generation has inspired us a lot,"" said Caroline Fontaine, VP Brand at Air France, describing millennials.

""Epicurean and connected, they are opportunistic in a positive sense of the word as they know how to enjoy every moment and are in search of quality experiences that they want to share with others. Joon is a brand that carries these values.""",2017-07-21,"introducing joon, the new airline for millennials","Introducing Joon, the new airline for millennials",[],"['Joon', 'millennials']",['introducing'],0.0
The tonic that's got millennials talking,http://www.asianage.com/life/more-features/090219/the-tonic-thats-got-millennials-talking.html,"The buzzwords around every city in India nowadays seem to ""au-naturale"" ""artisanal"" and ""homegrown"".

The buzzwords around every city in India nowadays seem to ""au-naturale"" ""artisanal"" and ""homegrown"". Keeping up with this latest trend is entrepreneur Angad Soni who recently launched an exclusive line of tonic waters and mixers based out of Delhi called Sepoy & Co. While multinational companies churn out tonic waters, it's been a long time coming since someone realised that there needs to be an original Indian brand, albeit small, but one that makes the product with a exclusive twist.

""Our story started halfway between New Delhi and London, sipping G & T's in the air. That trip turned into an extensive tasting of Gin and Tonics (mostly Tonics) and a question -- 'Why?' Why are there no premium natural mixers available in India to mix with all the great Gin's we buy?"" says Soni. Which is why he went on to create a world class tonic or ""premium adult soft beverage"" as he prefers to call it, which is both 100 percent natural and can cater to the unique tastes of the Indian palate. Thus with plenty of diligence, patience and over a years hard work resulted in Sepoy & Co.. Soni worked with industry experts and distillers across India and England, to finally be satisfied with a perfectly balanced tonic water.

Sepoy & Co. uses a unique blend of essential oils and spices with quinine and just the right amount of carbonation, so that the products can make an accompaniment to spirit or even be enjoyed just as they are -- a stand-alone soft beverage. It is expertly brewed in India, following the highest quality manufacturing and bottling practices.

Here's good news for everyone who has been keeping off tonic due to its high number of calories, Sepoy & Co's tonics are crafted precisely to be naturally light, and contain less than 5 grams of sugar, without compromising on the delicate balance of flavours. So you can go back to drinking your G&T's without a worry of the affect it may have on your hips. The products are free from artificial sweeteners, flavours, preservatives and colours. Take your pick from three flavours -- Indian tonic water, spiced grapefruit and good old mint.",2019-02-08,the tonic that's got millennials talking,The tonic that's got millennials talking,"[""'s"", 'got', 'talking']",['millennials'],['tonic'],0.0
